date,total_trade_amount,cash_trade_amount,cash_ratio,cash_model_percent,cash_vs_model_diff,total_securities,num_sleeves
2025-07-06,387098.87,126501.47,0.3268,34.8,-2.12,50,9
2025-07-07,461402.93,34320.26,0.0744,11.87,-4.43,11,2
2025-07-08,54126.18,7352.41,0.1358,28.61,-15.03,58,9
2025-07-09,428652.51,47317.4,0.1104,27.27,-16.23,9,1
2025-07-10,91036.19,9768.98,0.1073,8.76,1.97,51,5
2025-07-11,263667.58,51243.34,0.1943,11.22,8.21,59,6
2025-07-12,87834.85,19876.73,0.2263,21.08,1.55,36,4
2025-07-13,135318.91,19644.4,0.1452,17.49,-2.97,27,2
2025-07-14,351174.88,87361.72,0.2488,7.03,17.85,17,3
2025-07-15,125293.19,33401.28,0.2666,28.29,-1.63,6,6
2025-07-16,225406.74,84667.7,0.3756,9.85,27.71,34,2
2025-07-17,347102.49,40512.93,0.1167,6.43,5.24,42,9
2025-07-18,405478.77,66828.87,0.1648,22.13,-5.65,16,2
2025-07-19,217760.25,81062.13,0.3723,9.47,27.76,12,1
2025-07-20,238853.77,75355.82,0.3155,29.34,2.21,13,7
2025-07-21,17105.44,6290.08,0.3677,29.28,7.49,5,6
2025-07-22,54574.47,9444.57,0.1731,20.77,-3.46,22,5
2025-07-23,417927.5,64117.17,0.1534,11.15,4.19,59,5
2025-07-24,242525.64,16381.93,0.0675,22.21,-15.46,12,3
2025-07-25,181644.95,30953.39,0.1704,19.44,-2.4,6,4
2025-07-26,19571.7,4364.11,0.223,23.66,-1.36,50,2
2025-07-27,181580.48,10861.28,0.0598,23.49,-17.51,52,4
2025-07-28,121690.21,25631.67,0.2106,5.7,15.36,37,5
2025-07-29,99376.52,38999.04,0.3924,22.63,16.61,45,1
2025-07-30,347639.27,129630.58,0.3729,5.39,31.9,28,8
2025-07-31,113653.43,44847.25,0.3946,13.82,25.64,45,8
2025-08-01,295028.5,53749.15,0.1822,28.63,-10.41,32,5
2025-08-02,158603.37,60272.92,0.38,7.62,30.38,58,6
2025-08-03,199853.61,31546.51,0.1578,24.09,-8.31,24,3
2025-08-04,146151.35,7542.28,0.0516,32.26,-27.1,34,7
2025-08-05,249110.8,78507.25,0.3151,22.93,8.58,6,5
2025-08-06,311122.1,68827.27,0.2212,6.49,15.63,48,7
2025-08-07,145170.58,15835.83,0.1091,32.03,-21.12,29,8
2025-08-08,283625.39,73819.79,0.2603,22.87,3.16,56,6
2025-08-09,150070.74,41919.2,0.2793,8.13,19.8,24,9
2025-08-10,119613.88,19593.3,0.1638,10.2,6.18,8,4
2025-08-11,413768.43,144074.8,0.3482,8.25,26.57,13,2
2025-08-12,310473.92,40185.25,0.1294,32.58,-19.64,51,1
2025-08-13,117942.07,10300.94,0.0873,7.21,1.52,40,7
2025-08-14,22818.81,3575.37,0.1567,19.16,-3.49,16,4
2025-08-15,174334.01,28874.34,0.1656,20.75,-4.19,9,7
2025-08-16,154662.76,46468.85,0.3005,28.77,1.28,17,8
2025-08-17,387314.84,112960.27,0.2916,10.79,18.37,36,8
2025-08-18,265069.45,104682.32,0.3949,20.17,19.32,9,2
2025-08-19,407481.56,155592.46,0.3818,18.94,19.24,11,7
2025-08-20,256662.16,30246.74,0.1178,22.7,-10.92,31,2
2025-08-21,428468.2,128472.63,0.2998,11.11,18.87,49,2
2025-08-22,341078.75,22292.68,0.0654,33.0,-26.46,21,3
2025-08-23,460279.78,128862.98,0.28,25.84,2.16,27,7
2025-08-24,371805.27,52245.68,0.1405,19.26,-5.21,13,9
2025-08-25,286472.81,71227.54,0.2486,7.49,17.37,51,5
2025-08-26,23673.22,8268.95,0.3493,12.45,22.48,32,1
2025-08-27,469600.84,126273.18,0.2689,16.18,10.71,25,1
2025-08-28,249248.57,61815.78,0.248,22.57,2.23,37,6
2025-08-29,262297.47,55147.13,0.2102,29.66,-8.64,38,8
2025-08-30,246288.33,34095.94,0.1384,10.83,3.01,50,1
2025-08-31,335638.96,97057.78,0.2892,7.44,21.48,58,4
2025-09-01,163842.58,20872.26,0.1274,12.76,-0.02,13,6
2025-09-02,328359.44,41371.09,0.126,15.8,-3.2,59,4
2025-09-03,408198.82,48981.69,0.12,26.97,-14.97,44,5
2025-09-04,399677.02,31823.6,0.0796,34.65,-26.69,19,9
2025-09-05,23364.56,1305.2,0.0559,30.38,-24.79,8,5
2025-09-06,233553.71,73818.91,0.3161,19.91,11.7,11,3
2025-09-07,467951.67,167288.39,0.3575,14.03,21.72,9,1
2025-09-08,20253.57,4761.48,0.2351,29.69,-6.18,24,5
2025-09-09,332148.11,116349.46,0.3503,24.09,10.94,51,8
2025-09-10,175058.31,35448.28,0.2025,9.14,11.11,51,1
2025-09-11,88377.69,17029.19,0.1927,21.13,-1.86,30,4
2025-09-12,396334.41,38971.03,0.0983,28.52,-18.69,59,7
2025-09-13,356592.98,136546.84,0.3829,19.92,18.37,18,1
2025-09-14,310167.37,37724.93,0.1216,22.38,-10.22,31,7
2025-09-15,488620.28,39254.72,0.0803,9.78,-1.75,54,4
2025-09-16,436631.9,88534.4,0.2028,25.55,-5.27,17,8
2025-09-17,369041.41,70001.25,0.1897,12.64,6.33,13,5
2025-09-18,286867.04,64176.77,0.2237,10.42,11.95,44,6
2025-09-19,474335.59,31075.9,0.0655,8.5,-1.95,32,2
2025-09-20,231364.44,49382.96,0.2134,11.7,9.64,27,5
2025-09-21,224876.27,67980.1,0.3023,24.06,6.17,24,2
2025-09-22,393719.79,77771.93,0.1975,14.04,5.71,40,2
2025-09-23,422765.89,117418.81,0.2777,15.26,12.51,16,8
2025-09-24,390453.24,45606.44,0.1168,29.13,-17.45,36,7
2025-09-25,155770.95,55385.32,0.3556,22.37,13.19,54,7
2025-09-26,290408.0,66330.72,0.2284,19.04,3.8,57,7
2025-09-27,360138.07,81346.56,0.2259,11.42,11.17,56,8
2025-09-28,383448.56,149986.24,0.3912,25.18,13.94,15,8
2025-09-29,488943.54,49132.43,0.1005,26.56,-16.51,34,6
2025-09-30,84384.32,19607.56,0.2324,26.75,-3.51,39,7
2025-10-01,94214.03,31751.89,0.337,14.58,19.12,19,4
2025-10-02,212204.38,31809.31,0.1499,25.85,-10.86,8,4
2025-10-03,297066.51,32228.36,0.1085,9.1,1.75,42,9
2025-10-04,370293.39,39491.19,0.1066,26.31,-15.65,52,2
2025-10-05,170165.01,26107.38,0.1534,21.48,-6.14,54,4
2025-10-06,111317.59,5948.37,0.0534,23.78,-18.44,44,6
2025-10-07,428305.64,162339.15,0.379,9.73,28.17,8,6
2025-10-08,440975.34,138356.85,0.3138,12.51,18.87,49,5
2025-10-09,148818.16,35323.06,0.2374,9.05,14.69,52,8
2025-10-10,133134.46,31417.11,0.236,8.29,15.31,6,5
2025-10-11,70324.52,25960.04,0.3691,33.5,3.41,26,2
2025-10-12,219625.53,44563.79,0.2029,28.09,-7.8,41,2
2025-10-13,126860.56,18562.39,0.1463,5.48,9.15,55,9
2025-10-14,379158.44,34010.78,0.0897,34.17,-25.2,56,3
2025-10-15,496488.26,195881.9,0.3945,20.63,18.82,14,4
2025-10-16,168942.43,18953.2,0.1122,8.81,2.41,15,7
2025-10-17,357818.74,60707.6,0.1697,34.78,-17.81,12,3
2025-10-18,433718.86,35775.11,0.0825,25.61,-17.36,40,2
2025-10-19,269528.61,50776.64,0.1884,29.52,-10.68,28,8
2025-10-20,145454.7,39317.92,0.2703,15.94,11.09,31,7
2025-10-21,429359.7,146812.5,0.3419,19.89,14.3,51,9
2025-10-22,230718.25,13913.74,0.0603,29.12,-23.09,20,2
2025-10-23,54891.65,10187.32,0.1856,12.31,6.25,57,8
2025-10-24,175822.81,64231.78,0.3653,31.11,5.42,27,6
2025-10-25,234829.03,45217.6,0.1926,23.08,-3.82,50,6
2025-10-26,413287.89,123293.8,0.2983,30.98,-1.15,23,3
2025-10-27,158998.74,9214.5,0.058,33.59,-27.79,47,3
2025-10-28,101801.94,31451.57,0.3089,28.97,1.92,46,7
2025-10-29,62173.75,24382.47,0.3922,22.29,16.93,26,4
2025-10-30,486426.89,174340.39,0.3584,29.33,6.51,11,7
2025-10-31,200439.48,48900.17,0.244,10.34,14.06,51,3
2025-11-01,105232.58,35630.77,0.3386,13.42,20.44,28,8
2025-11-02,141070.7,16857.07,0.1195,31.35,-19.4,38,6
2025-11-03,465357.31,114603.66,0.2463,31.49,-6.86,5,9
2025-11-04,392265.15,86542.77,0.2206,23.08,-1.02,44,8
2025-11-05,145404.96,11178.45,0.0769,12.18,-4.49,35,6
2025-11-06,25114.49,5622.9,0.2239,20.68,1.71,16,6
2025-11-07,198578.77,36045.14,0.1815,16.42,1.73,43,1
2025-11-08,235936.62,46321.52,0.1963,31.78,-12.15,19,9
2025-11-09,306999.86,75682.45,0.2465,24.06,0.59,47,7
2025-11-10,395888.94,82853.13,0.2093,33.8,-12.87,11,6
2025-11-11,51729.6,4667.12,0.0902,13.96,-4.94,29,9
2025-11-12,359613.24,23498.5,0.0653,19.12,-12.59,56,3
2025-11-13,144020.68,8602.38,0.0597,7.78,-1.81,27,4
2025-11-14,335898.05,93626.77,0.2787,34.35,-6.48,22,9
2025-11-15,388980.39,154541.45,0.3973,12.1,27.63,15,1
2025-11-16,226745.8,19729.54,0.087,12.75,-4.05,45,6
2025-11-17,230903.76,89678.92,0.3884,25.57,13.27,24,3
2025-11-18,69469.72,6522.77,0.0939,26.7,-17.31,55,3
2025-05-23,451981.85,30769.04,0.0681,10.6,-3.79,39,3
2025-05-24,105321.34,34266.01,0.3253,33.34,-0.81,27,9
2025-05-25,273991.72,72588.6,0.2649,11.73,14.76,36,2
2025-05-26,256956.15,82944.45,0.3228,21.28,11.0,10,3
2025-05-27,468336.83,128046.77,0.2734,5.3,22.04,44,7
2025-05-28,300505.11,25025.46,0.0833,27.44,-19.11,24,9
2025-05-29,293417.13,79573.51,0.2712,32.69,-5.57,10,5
2025-05-30,204158.73,45597.76,0.2233,24.84,-2.51,48,2
2025-05-31,302456.2,22760.77,0.0753,23.99,-16.46,12,8
2025-06-01,62198.32,16360.48,0.263,26.63,-0.33,53,2
2025-06-02,293299.98,25957.01,0.0885,14.89,-6.04,5,9
2025-06-03,275865.88,95574.11,0.3465,12.86,21.79,52,2
2025-06-04,441291.27,164889.1,0.3737,18.84,18.53,47,3
2025-06-05,204918.58,49381.74,0.241,24.31,-0.21,39,8
2025-06-06,326701.23,127901.01,0.3915,30.0,9.15,59,1
2025-06-07,28454.52,2132.52,0.0749,29.08,-21.59,31,9
2025-06-08,38827.58,12286.74,0.3164,30.34,1.3,26,8
2025-06-09,359961.43,141275.79,0.3925,30.74,8.51,32,9
2025-06-10,471637.23,47145.28,0.1,11.46,-1.46,30,7
2025-06-11,218189.23,63126.36,0.2893,15.37,13.56,28,1
2025-06-12,350201.1,125917.46,0.3596,13.6,22.36,54,3
2025-06-13,132783.1,35699.76,0.2689,24.11,2.78,37,3
2025-06-14,249389.48,92567.45,0.3712,26.91,10.21,33,8
2025-06-15,164132.53,65143.74,0.3969,9.64,30.05,29,1
2025-06-16,118508.09,26513.95,0.2237,18.02,4.35,24,8
2025-06-17,121109.59,47715.08,0.394,6.59,32.81,56,6
2025-06-18,196534.23,23786.71,0.121,12.82,-0.72,29,2
2025-06-19,351972.95,35501.4,0.1009,24.47,-14.38,51,1
2025-06-20,271906.59,81509.6,0.2998,24.86,5.12,49,2
2025-06-21,314169.67,98049.05,0.3121,7.27,23.94,48,2
2025-06-22,140619.73,31822.26,0.2263,23.24,-0.61,58,9
2025-06-23,54227.63,21442.95,0.3954,10.72,28.82,13,6
2025-06-24,76453.42,11055.22,0.1446,6.35,8.11,23,9
2025-06-25,384787.55,53733.72,0.1396,20.31,-6.35,23,1
2025-06-26,426560.84,21338.17,0.05,28.62,-23.62,18,4
2025-06-27,411899.21,39210.11,0.0952,21.42,-11.9,16,6
2025-06-28,281778.9,27206.29,0.0966,29.18,-19.52,22,3
2025-06-29,66808.97,4051.65,0.0606,22.22,-16.16,19,6
2025-06-30,448467.2,32119.24,0.0716,16.76,-9.6,31,7
2025-07-01,256080.54,34173.02,0.1334,17.33,-3.99,8,2
2025-07-02,386391.72,139403.53,0.3608,10.48,25.6,44,5
2025-07-03,453883.87,146529.82,0.3228,6.44,25.84,51,5
2025-07-04,184456.78,68533.67,0.3715,13.0,24.15,26,7
2025-07-05,379104.68,46672.65,0.1231,23.74,-11.43,6,7
2025-07-06,343242.74,55348.55,0.1613,6.53,9.6,54,1
2025-07-07,100191.74,20230.1,0.2019,12.91,7.28,18,4
2025-07-08,451806.77,117190.87,0.2594,10.29,15.65,21,3
2025-07-09,79356.19,26173.25,0.3298,8.3,24.68,13,9
2025-07-10,358990.98,47997.82,0.1337,27.79,-14.42,52,9
2025-07-11,281395.57,44673.68,0.1588,29.97,-14.09,31,1
2025-07-12,182129.48,43604.84,0.2394,22.15,1.79,58,2
2025-07-13,263969.81,35949.84,0.1362,26.29,-12.67,34,4
2025-07-14,253472.78,61144.27,0.2412,23.29,0.83,26,6
2025-07-15,90103.24,31923.2,0.3543,33.08,2.35,55,5
2025-07-16,360354.95,35324.74,0.098,6.17,3.63,44,4
2025-07-17,348334.71,116578.36,0.3347,10.01,23.46,23,7
2025-07-18,207943.37,46688.95,0.2245,24.99,-2.54,22,3
2025-07-19,115059.35,23959.05,0.2082,15.33,5.49,25,5
2025-07-20,244621.98,41239.4,0.1686,24.98,-8.12,16,6
2025-07-21,270197.65,19538.83,0.0723,30.13,-22.9,12,7
2025-07-22,396514.76,125571.07,0.3167,31.01,0.66,15,4
2025-07-23,147955.37,41478.34,0.2803,28.33,-0.3,49,9
2025-07-24,170774.98,11809.41,0.0692,10.74,-3.82,58,1
2025-07-25,347676.59,68891.9,0.1981,11.61,8.2,47,8
2025-07-26,312427.63,85348.03,0.2732,18.86,8.46,14,7
2025-07-27,439844.92,59603.38,0.1355,22.43,-8.88,19,3
2025-07-28,241913.76,12208.99,0.0505,6.42,-1.37,12,1
2025-07-29,174742.22,49686.04,0.2843,21.46,6.97,40,3
2025-07-30,87880.4,33587.9,0.3822,22.75,15.47,19,7
2025-07-31,333645.9,54680.62,0.1639,6.29,10.1,38,9
2025-08-01,414804.58,136021.02,0.3279,33.53,-0.74,5,1
2025-08-02,167951.34,14491.11,0.0863,25.83,-17.2,9,4
2025-08-03,198869.49,76049.92,0.3824,32.37,5.87,35,1
2025-08-04,221690.11,27079.17,0.1221,23.62,-11.41,5,8
2025-08-05,84806.17,28409.69,0.335,29.57,3.93,21,7
2025-08-06,375962.75,146907.32,0.3907,33.74,5.33,51,9
2025-08-07,286746.31,38350.79,0.1337,16.53,-3.16,50,8
2025-08-08,373801.1,102498.9,0.2742,29.13,-1.71,55,4
2025-08-09,145820.29,55905.21,0.3834,24.52,13.82,6,1
2025-08-10,457004.24,144951.28,0.3172,33.21,-1.49,20,3
2025-08-11,393610.47,45987.72,0.1168,24.33,-12.65,8,5
2025-08-12,71788.16,19265.63,0.2684,10.76,16.08,20,9
2025-08-13,490562.13,70561.96,0.1438,19.19,-4.81,48,4
2025-08-14,325031.75,86188.39,0.2652,19.16,7.36,58,5
2025-08-15,226572.33,38041.47,0.1679,31.93,-15.14,7,5
2025-08-16,24554.87,5679.25,0.2313,7.12,16.01,22,9
2025-08-17,170139.45,20132.14,0.1183,14.39,-2.56,20,9
2025-08-18,300922.7,67934.2,0.2258,28.01,-5.43,57,5
2025-08-19,43371.2,4335.04,0.1,21.9,-11.9,18,7
2025-08-20,46161.7,4975.46,0.1078,26.14,-15.36,36,3
2025-08-21,440197.11,80300.79,0.1824,9.79,8.45,29,7
2025-08-22,255623.49,71954.17,0.2815,22.06,6.09,41,9
2025-08-23,366348.2,119483.89,0.3261,5.89,26.72,9,5
2025-08-24,96616.93,32390.52,0.3352,22.54,10.98,30,2
2025-08-25,234617.45,81908.83,0.3491,8.07,26.84,48,1
2025-08-26,152465.61,17307.68,0.1135,19.09,-7.74,7,9
2025-08-27,397756.06,41483.77,0.1043,34.99,-24.56,29,6
2025-08-28,370353.47,119075.36,0.3215,34.83,-2.68,46,5
2025-08-29,268635.52,27496.08,0.1024,19.44,-9.2,24,3
2025-08-30,454665.61,61019.86,0.1342,32.07,-18.65,30,9
2025-08-31,332932.42,64093.59,0.1925,31.39,-12.14,27,2
2025-09-01,407215.53,120842.31,0.2968,19.0,10.68,58,5
2025-09-02,55736.39,8082.86,0.145,31.86,-17.36,48,4
2025-09-03,226611.85,13429.69,0.0593,15.07,-9.14,44,1
2025-09-04,496328.36,114007.51,0.2297,28.41,-5.44,34,4
2025-09-05,210570.71,32379.69,0.1538,14.46,0.92,46,5
2025-09-06,144747.85,53749.96,0.3713,24.33,12.8,12,3
2025-09-07,326998.91,104022.88,0.3181,25.05,6.76,6,5
2025-09-08,215948.1,36465.12,0.1689,22.89,-6.0,35,7
2025-09-09,297390.97,40709.33,0.1369,33.73,-20.04,50,3
2025-09-10,172695.19,42328.22,0.2451,14.54,9.97,32,5
2025-09-11,124350.48,28901.3,0.2324,24.39,-1.15,47,8
2025-09-12,177647.16,12720.93,0.0716,27.55,-20.39,48,4
2025-09-13,223439.05,34218.29,0.1531,27.65,-12.34,9,7
2025-09-14,481942.43,189380.71,0.393,21.29,18.01,27,5
2025-09-15,314000.82,90161.15,0.2871,33.04,-4.33,24,8
2025-09-16,257188.85,22230.06,0.0864,14.49,-5.85,40,8
2025-09-17,474591.63,184649.9,0.3891,6.16,32.75,48,7
2025-09-18,142816.51,54801.64,0.3837,32.73,5.64,53,4
2025-09-19,16336.26,6336.77,0.3879,25.58,13.21,54,9
2025-09-20,295324.77,100561.87,0.3405,19.15,14.9,55,3
2025-09-21,354127.75,131708.12,0.3719,26.27,10.92,9,7
2025-09-22,399159.7,124523.06,0.312,22.72,8.48,59,8
2025-09-23,13837.68,2906.7,0.2101,12.23,8.78,7,3
2025-09-24,258281.03,46849.09,0.1814,20.12,-1.98,25,9
2025-09-25,428932.03,148221.45,0.3456,17.8,16.76,12,1
2025-09-26,431935.7,22860.28,0.0529,19.3,-14.01,57,3
2025-09-27,173938.09,64636.76,0.3716,18.63,18.53,34,5
2025-09-28,124494.33,45923.73,0.3689,28.09,8.8,29,9
2025-09-29,313137.24,46201.38,0.1475,11.13,3.62,10,8
2025-09-30,237114.91,47843.54,0.2018,8.69,11.49,12,1
2025-10-01,453659.79,172447.96,0.3801,19.86,18.15,9,6
2025-10-02,492949.17,160462.84,0.3255,29.91,2.64,43,1
2025-10-03,257425.65,101420.98,0.394,34.02,5.38,41,7
2025-10-04,100481.2,5339.7,0.0531,19.89,-14.58,56,5
2025-10-05,180926.66,23332.52,0.129,7.34,5.56,13,8
2025-10-06,212584.51,15382.5,0.0724,21.37,-14.13,16,5
2025-10-07,496598.25,36316.33,0.0731,8.52,-1.21,12,6
2025-10-08,169181.83,47806.37,0.2826,34.0,-5.74,15,5
2025-10-09,335667.05,131869.89,0.3929,10.97,28.32,53,1
2025-10-10,224557.16,68102.74,0.3033,30.75,-0.42,46,1
2025-10-11,172495.03,19722.91,0.1143,14.91,-3.48,56,4
2025-10-12,475641.02,126740.9,0.2665,5.29,21.36,26,2
2025-10-13,361423.17,23133.36,0.064,25.61,-19.21,19,1
2025-10-14,256021.15,56234.44,0.2196,24.93,-2.97,58,6
2025-10-15,467447.51,94740.9,0.2027,21.69,-1.42,13,7
2025-10-16,109831.17,22753.78,0.2072,32.6,-11.88,50,9
2025-10-17,293450.14,116287.38,0.3963,7.64,31.99,29,8
2025-10-18,65803.2,21067.07,0.3202,16.59,15.43,44,6
2025-10-19,394851.86,126762.53,0.321,23.4,8.7,47,5
2025-10-20,26304.88,5810.42,0.2209,31.48,-9.39,33,4
2025-10-21,431277.94,134538.13,0.312,5.54,25.66,58,2
2025-10-22,281984.29,37407.96,0.1327,18.23,-4.96,9,6
2025-10-23,100316.99,16474.93,0.1642,5.46,10.96,55,6
2025-10-24,230493.43,13699.48,0.0594,16.65,-10.71,26,6
2025-10-25,283558.04,23754.7,0.0838,6.44,1.94,23,4
2025-10-26,387697.68,114147.69,0.2944,18.13,11.31,5,4
2025-10-27,113355.31,36812.79,0.3248,29.38,3.1,14,9
2025-10-28,412471.51,122496.89,0.297,8.3,21.4,15,9
2025-10-29,192743.25,67995.46,0.3528,18.36,16.92,57,4
2025-10-30,200800.48,53147.8,0.2647,20.72,5.75,36,6
2025-10-31,484006.29,73190.46,0.1512,9.63,5.49,45,3
2025-11-01,359111.73,44444.03,0.1238,14.66,-2.28,58,5
2025-11-02,145233.21,40220.82,0.2769,31.76,-4.07,10,9
2025-11-03,185863.7,70427.79,0.3789,12.2,25.69,9,9
2025-11-04,408059.8,128789.27,0.3156,18.56,13.0,41,7
2025-11-05,27427.47,2759.63,0.1006,8.37,1.69,53,8
2025-11-06,466891.93,142265.75,0.3047,16.17,14.3,30,6
2025-11-07,15211.2,5305.96,0.3488,32.9,1.98,56,1
2025-11-08,428896.94,132190.2,0.3082,31.21,-0.39,39,7
2025-11-09,377723.38,57430.69,0.152,20.49,-5.29,17,2
2025-11-10,174278.13,42844.12,0.2458,15.41,9.17,52,9
2025-11-11,336254.8,43731.97,0.1301,26.5,-13.49,22,9
2025-11-12,207797.63,62084.96,0.2988,17.59,12.29,48,8
2025-11-13,493362.76,182588.53,0.3701,33.01,4.0,47,3
2025-11-14,448358.99,133607.85,0.298,25.02,4.78,49,3
2025-11-15,49448.77,9250.74,0.1871,9.11,9.6,33,1
2025-11-16,43440.98,9696.29,0.2232,12.55,9.77,5,1
2025-11-17,75591.63,13013.68,0.1722,27.37,-10.15,6,9
2025-11-18,80429.2,6872.31,0.0854,14.96,-6.42,31,8
2025-05-23,342104.66,90675.3,0.2651,20.78,5.73,24,2
2025-05-24,164824.51,33857.44,0.2054,18.9,1.64,37,1
2025-05-25,158812.27,61248.73,0.3857,17.0,21.57,59,2
2025-05-26,203212.33,48653.31,0.2394,27.43,-3.49,6,9
2025-05-27,444072.46,93974.05,0.2116,22.81,-1.65,22,9
2025-05-28,257728.42,75549.27,0.2931,12.79,16.52,30,1
2025-05-29,219899.45,51570.17,0.2345,23.39,0.06,52,3
2025-05-30,160416.76,45959.83,0.2865,17.01,11.64,32,9
2025-05-31,451661.9,37787.84,0.0837,9.83,-1.46,47,8
2025-06-01,357147.62,44225.67,0.1238,5.73,6.65,49,7
2025-06-02,370106.05,146136.64,0.3949,12.76,26.73,53,3
2025-06-03,141807.65,16209.93,0.1143,26.08,-14.65,16,7
2025-06-04,453633.8,45655.58,0.1006,25.62,-15.56,11,1
2025-06-05,230447.53,88474.85,0.3839,30.51,7.88,54,2
2025-06-06,460142.43,135553.17,0.2946,26.52,2.94,40,1
2025-06-07,317720.98,75844.2,0.2387,11.33,12.54,20,7
2025-06-08,231371.54,50845.59,0.2198,19.75,2.23,53,5
2025-06-09,173578.53,13706.39,0.079,6.85,1.05,28,4
2025-06-10,415376.92,128527.72,0.3094,24.76,6.18,53,4
2025-06-11,95907.25,16519.73,0.1722,23.84,-6.62,59,3
2025-06-12,139593.0,26398.07,0.1891,12.02,6.89,37,4
2025-06-13,285433.68,86676.34,0.3037,6.97,23.4,45,1
2025-06-14,112180.17,41204.31,0.3673,30.41,6.32,23,6
2025-06-15,67719.17,15200.95,0.2245,22.91,-0.46,17,9
2025-06-16,97337.67,27693.71,0.2845,18.09,10.36,38,6
2025-06-17,59710.77,5667.99,0.0949,32.93,-23.44,28,4
2025-06-18,429672.36,42461.22,0.0988,31.5,-21.62,58,6
2025-06-19,395523.83,130322.26,0.3295,9.85,23.1,27,7
2025-06-20,13006.62,2491.52,0.1916,21.25,-2.09,22,1
2025-06-21,290001.76,99426.66,0.3428,21.7,12.58,5,1
2025-06-22,302219.86,100773.03,0.3334,19.58,13.76,39,4
2025-06-23,206540.79,43396.69,0.2101,24.62,-3.61,15,6
2025-06-24,410028.66,93638.16,0.2284,14.66,8.18,18,7
2025-06-25,61980.59,14409.18,0.2325,11.73,11.52,53,1
2025-06-26,433709.8,83855.52,0.1933,6.29,13.04,28,7
2025-06-27,381752.71,19317.84,0.0506,29.98,-24.92,5,2
2025-06-28,189413.57,70507.15,0.3722,16.22,21.0,50,3
2025-06-29,227512.56,40274.11,0.177,7.44,10.26,38,9
2025-06-30,263925.11,34134.64,0.1293,25.03,-12.1,12,7
2025-07-01,95964.47,19830.08,0.2066,27.55,-6.89,35,1
2025-07-02,108212.15,33178.53,0.3066,17.95,12.71,42,8
2025-07-03,151594.45,26550.75,0.1751,8.54,8.97,12,7
2025-07-04,297912.25,44043.31,0.1478,18.61,-3.83,44,3
2025-07-05,333203.76,84712.01,0.2542,33.3,-7.88,18,8
2025-07-06,307600.32,72504.53,0.2357,15.35,8.22,53,2
2025-07-07,18028.79,2302.64,0.1277,21.75,-8.98,31,4
2025-07-08,108410.35,26579.07,0.2452,6.46,18.06,24,8
2025-07-09,318511.74,94405.21,0.2964,31.47,-1.83,56,6
2025-07-10,316841.14,43128.48,0.1361,10.45,3.16,7,3
2025-07-11,201075.32,35111.54,0.1746,31.6,-14.14,43,4
2025-07-12,392684.02,97792.6,0.249,6.8,18.1,51,1
2025-07-13,330553.48,131882.67,0.399,12.64,27.26,19,3
2025-07-14,244742.61,96144.01,0.3928,9.33,29.95,20,7
2025-07-15,302873.99,93626.41,0.3091,28.07,2.84,24,7
2025-07-16,326534.14,27460.18,0.0841,9.16,-0.75,18,5
2025-07-17,56991.18,13307.85,0.2335,5.08,18.27,48,9
2025-07-18,288640.26,87273.4,0.3024,19.42,10.82,23,9
2025-07-19,254187.27,34434.91,0.1355,8.79,4.76,31,7
2025-07-20,341667.84,48793.63,0.1428,26.78,-12.5,46,4
2025-07-21,372200.05,114949.59,0.3088,29.72,1.16,41,7
2025-07-22,271715.98,15426.35,0.0568,33.06,-27.38,39,4
2025-07-23,68274.21,11212.88,0.1642,6.14,10.28,54,4
2025-07-24,297584.66,81072.65,0.2724,30.27,-3.03,25,1
2025-07-25,249128.78,25671.52,0.103,17.17,-6.87,8,1
2025-07-26,442564.12,87950.58,0.1987,28.53,-8.66,59,6
2025-07-27,139857.9,38558.05,0.2757,24.55,3.02,27,3
2025-07-28,423098.03,117393.5,0.2775,31.55,-3.8,46,2
2025-07-29,262897.37,77852.74,0.2961,8.68,20.93,43,1
2025-07-30,220114.85,36048.95,0.1638,13.4,2.98,41,5
2025-07-31,317322.12,120196.79,0.3788,7.93,29.95,40,8
2025-08-01,91124.05,23075.29,0.2532,33.13,-7.81,53,1
2025-08-02,344047.71,20228.76,0.0588,22.93,-17.05,12,2
2025-08-03,244660.69,76713.74,0.3136,6.06,25.3,10,9
2025-08-04,312465.38,35871.47,0.1148,10.85,0.63,21,7
2025-08-05,227046.81,56120.42,0.2472,14.89,9.83,49,4
2025-08-06,492938.97,132626.69,0.2691,15.69,11.22,51,5
2025-08-07,467681.37,184530.28,0.3946,30.16,9.3,48,9
2025-08-08,292641.81,74188.81,0.2535,32.58,-7.23,32,8
2025-08-09,31219.62,11894.97,0.381,21.9,16.2,34,2
2025-08-10,407842.06,123195.19,0.3021,25.3,4.91,52,2
2025-08-11,373316.89,135088.79,0.3619,31.59,4.6,47,6
2025-08-12,458609.1,50560.93,0.1102,34.32,-23.3,52,6
2025-08-13,77057.89,20657.03,0.2681,30.51,-3.7,33,8
2025-08-14,318640.98,16246.98,0.051,14.48,-9.38,28,5
2025-08-15,54399.68,13064.95,0.2402,14.0,10.02,43,9
2025-08-16,452983.85,51379.52,0.1134,29.74,-18.4,59,4
2025-08-17,15337.4,4072.52,0.2655,8.77,17.78,15,9
2025-08-18,360056.09,111892.29,0.3108,33.56,-2.48,6,5
2025-08-19,77678.34,4081.73,0.0525,25.31,-20.06,35,7
